UID,EventType,EventName,LocalTime,StayTime,Source,OS,Gender,Age,Level,Version,isGray
21508050,browse,Live,1686316791703,2051,natural,iOS,f,58,2,4.13,N,
21508050,browse,Live,1686316793846,2143,natural,iOS,f,58,2,4.13,N,
21508050,browse,Live,1686316796009,2163,natural,iOS,f,58,2,4.13,N,
21508050,browse,Live,1686316797990,1981,natural,iOS,f,58,2,4.13,N,
21508050,browse,Instructions,1686316800109,2119,natural,iOS,f,58,2,4.13,N,
21508050,browse,Personal,1686316802203,2094,natural,iOS,f,58,2,4.13,N,
21508050,browse,GoodList,1686316804263,2060,natural,iOS,f,58,2,4.13,N,
21508050,browse,Videos,1686316806152,1889,natural,iOS,f,58,2,4.13,N,
21508050,browse,Live,1686316808082,1930,natural,iOS,f,58,2,4.13,N,
21508050,browse,GoodDetail,1686316810061,1979,natural,iOS,f,58,2,4.13,N,
21508050,browse,Videos,1686316811972,1911,natural,iOS,f,58,2,4.13,N,
21508050,click,AddToCart,1686316813901,1929,natural,iOS,f,58,2,4.13,N,
21532832,browse,Activity,1686318567499,1929,natural,Android,m,34,1,4.13,N,
21532832,browse,Videos,1686318569458,1959,natural,Android,m,34,1,4.13,N,
21532832,browse,GoodList,1686318571347,1889,natural,Android,m,34,1,4.13,N,
21532832,browse,GoodDetail,1686318573313,1966,natural,Android,m,34,1,4.13,N,
21532832,browse,Settings,1686318575334,2021,natural,Android,m,34,1,4.13,N,
21532832,browse,Live,1686318577216,1882,natural,Android,m,34,1,4.13,N,
21532832,browse,Videos,1686318579230,2014,natural,Android,m,34,1,4.13,N,
21532832,browse,Instructions,1686318581191,1961,natural,Android,m,34,1,4.13,N,
21532832,click,Payment,1686318583121,1930,natural,Android,m,34,1,4.13,N,
21532832,browse,PaySuccess,1686318585082,1961,natural,Android,m,34,1,4.13,N,
22281883,browse,Activity,1686316182214,1961,push,Android,f,34,0,4.13,N,
22281883,browse,Instructions,1686316184334,2120,push,Android,f,34,0,4.13,N,
22281883,browse,GoodList,1686316186266,1932,push,Android,f,34,0,4.13,N,
22281883,browse,Activity,1686316188056,1790,push,Android,f,34,0,4.13,N,
22281883,browse,GoodList,1686316189974,1918,push,Android,f,34,0,4.13,N,
22281883,browse,Activity,1686316191958,1984,push,Android,f,34,0,4.13,N,
22281883,browse,GoodList,1686316194058,2100,push,Android,f,34,0,4.13,N,
22281883,browse,Videos,1686316196012,1954,push,Android,f,34,0,4.13,N,
22281883,browse,Activity,1686316198018,2006,push,Android,f,34,0,4.13,N,
22281883,browse,Settings,1686316199895,1877,push,Android,f,34,0,4.13,N,
22281883,browse,Live,1686316202023,2128,push,Android,f,34,0,4.13,N,
22281883,browse,GoodList,1686316204135,2112,push,Android,f,34,0,4.13,N,
22281883,browse,Live,1686316206078,1943,push,Android,f,34,0,4.13,N,
22281883,browse,Live,1686316208004,1926,push,Android,f,34,0,4.13,N,
22281883,browse,GoodDetail,1686316209981,1977,push,Android,f,34,0,4.13,N,
22281883,click,AddToCart,1686316212025,2044,push,Android,f,34,0,4.13,N,
12249195,browse,Activity,1686293651865,2044,natural,Android,f,34,0,4.13,N,
12249195,browse,GoodList,1686293653842,1977,natural,Android,f,34,0,4.13,N,
12249195,browse,GoodDetail,1686293655486,1644,natural,Android,f,34,0,4.13,N,
12249195,browse,Live,1686293657478,1992,natural,Android,f,34,0,4.13,N,
12249195,click,AddToCart,1686293659564,2086,natural,Android,f,34,0,4.13,N,
11111956,browse,Activity,1686310112271,2086,push,iOS,f,44,0,4.13,N,
11111956,browse,GoodList,1686310114241,1970,push,iOS,f,44,0,4.13,N,
11111956,browse,Videos,1686310116259,2018,push,iOS,f,44,0,4.13,N,
11111956,browse,Activity,1686310118270,2011,push,iOS,f,44,0,4.13,N,
11111956,browse,GoodList,1686310120313,2043,push,iOS,f,44,0,4.13,N,
11111956,browse,Videos,1686310122437,2124,push,iOS,f,44,0,4.13,N,
11111956,browse,Activity,1686310124463,2026,push,iOS,f,44,0,4.13,N,
11111956,browse,GoodList,1686310126306,1843,push,iOS,f,44,0,4.13,N,
11111956,browse,Live,1686310128229,1923,push,iOS,f,44,0,4.13,N,
11111956,browse,Live,1686310130141,1912,push,iOS,f,44,0,4.13,N,
11111956,browse,Activity,1686310132163,2022,push,iOS,f,44,0,4.13,N,
11111956,browse,Personal,1686310134176,2013,push,iOS,f,44,0,4.13,N,
11111956,browse,Videos,1686310136122,1946,push,iOS,f,44,0,4.13,N,
11111956,browse,GoodList,1686310138130,2008,push,iOS,f,44,0,4.13,N,
11111956,browse,Live,1686310140171,2041,push,iOS,f,44,0,4.13,N,
11111956,browse,Live,1686310142046,1875,push,iOS,f,44,0,4.13,N,
11111956,browse,GoodDetail,1686310144128,2082,push,iOS,f,44,0,4.13,N,
11111956,browse,Videos,1686310146241,2113,push,iOS,f,44,0,4.13,N,
11111956,click,AddToCart,1686310148344,2103,push,iOS,f,44,0,4.13,N,
06816811,browse,Activity,1686317700639,2103,push,Android,f,63,0,4.13,N,
06816811,browse,GoodList,1686317702803,2164,push,Android,f,63,0,4.13,N,
06816811,browse,GoodDetail,1686317704786,1983,push,Android,f,63,0,4.13,N,
06816811,browse,GoodList,1686317706866,2080,push,Android,f,63,0,4.13,N,
06816811,browse,Live,1686317708807,1941,push,Android,f,63,0,4.13,N,
06816811,browse,GoodDetail,1686317710713,1906,push,Android,f,63,0,4.13,N,
06816811,browse,GoodList,1686317712625,1912,push,Android,f,63,0,4.13,N,
06816811,browse,Videos,1686317714673,2048,push,Android,f,63,0,4.13,N,
06816811,browse,GoodDetail,1686317716571,1898,push,Android,f,63,0,4.13,N,
06816811,browse,GoodList,1686317718676,2105,push,Android,f,63,0,4.13,N,
06816811,browse,GoodDetail,1686317720666,1990,push,Android,f,63,0,4.13,N,
06816811,click,AddToCart,1686317722631,1965,push,Android,f,63,0,4.13,N,
04803765,browse,Activity,1686304957115,1965,push,Android,f,49,0,4.13,N,
04803765,browse,Videos,1686304959052,1937,push,Android,f,49,0,4.13,N,
04803765,browse,GoodList,1686304960924,1872,push,Android,f,49,0,4.13,N,
04803765,browse,Live,1686304963063,2139,push,Android,f,49,0,4.13,N,
04803765,browse,GoodDetail,1686304965134,2071,push,Android,f,49,0,4.13,N,
04803765,click,Payment,1686304966960,1826,push,Android,f,49,0,4.13,N,
04803765,browse,Live,1686304969013,2053,push,Android,f,49,0,4.13,N,
04803765,browse,Live,1686304970969,1956,push,Android,f,49,0,4.13,N,
04803765,browse,Live,1686304972913,1944,push,Android,f,49,0,4.13,N,
04803765,browse,Videos,1686304974990,2077,push,Android,f,49,0,4.13,N,
04803765,browse,PaySuccess,1686304977082,2092,push,Android,f,49,0,4.13,N,
02467437,browse,Activity,1686312400946,2092,push,Android,f,45,0,4.13,N,
02467437,browse,Live,1686312402846,1900,push,Android,f,45,0,4.13,N,
02467437,browse,Live,1686312404736,1890,push,Android,f,45,0,4.13,N,
02467437,browse,Videos,1686312406618,1882,push,Android,f,45,0,4.13,N,
02467437,browse,Videos,1686312408660,2042,push,Android,f,45,0,4.13,N,
02467437,browse,Videos,1686312410659,1999,push,Android,f,45,0,4.13,N,
02467437,browse,GoodList,1686312412826,2167,push,Android,f,45,0,4.13,N,
02467437,browse,Settings,1686312414804,1978,push,Android,f,45,0,4.13,N,
02467437,browse,GoodDetail,1686312416815,2011,push,Android,f,45,0,4.13,N,
02467437,click,AddToCart,1686312418913,2098,push,Android,f,45,0,4.13,N,
13974852,browse,Activity,1686300970868,2098,natural,Android,f,43,0,4.13,N,
13974852,browse,GoodList,1686300972887,2019,natural,Android,f,43,0,4.13,N,
13974852,browse,Activity,1686300974954,2067,natural,Android,f,43,0,4.13,N,
13974852,browse,GoodList,1686300976896,1942,natural,Android,f,43,0,4.13,N,
13974852,browse,GoodDetail,1686300978929,2033,natural,Android,f,43,0,4.13,N,
13974852,browse,GoodList,1686300981066,2137,natural,Android,f,43,0,4.13,N,
13974852,browse,Videos,1686300983177,2111,natural,Android,f,43,0,4.13,N,
13974852,browse,GoodDetail,1686300985246,2069,natural,Android,f,43,0,4.13,N,
13974852,browse,Live,1686300987206,1960,natural,Android,f,43,0,4.13,N,
13974852,browse,Live,1686300989157,1951,natural,Android,f,43,0,4.13,N,
13974852,click,AddToCart,1686300991261,2104,natural,Android,f,43,0,4.13,N,
10840616,browse,Activity,1686316769406,2104,push,Android,m,44,2,4.13,N,
10840616,browse,Live,1686316771316,1910,push,Android,m,44,2,4.13,N,
10840616,browse,GoodList,1686316773226,1910,push,Android,m,44,2,4.13,N,
10840616,browse,GoodDetail,1686316775251,2025,push,Android,m,44,2,4.13,N,
10840616,browse,GoodList,1686316777047,1796,push,Android,m,44,2,4.13,N,
10840616,browse,GoodDetail,1686316779006,1959,push,Android,m,44,2,4.13,N,
10840616,browse,GoodList,1686316780977,1971,push,Android,m,44,2,4.13,N,
10840616,browse,GoodDetail,1686316782879,1902,push,Android,m,44,2,4.13,N,
10840616,browse,GoodList,1686316784760,1881,push,Android,m,44,2,4.13,N,
10840616,browse,GoodDetail,1686316786780,2020,push,Android,m,44,2,4.13,N,
10840616,browse,Live,1686316788756,1976,push,Android,m,44,2,4.13,N,
10840616,click,Payment,1686316790639,1883,push,Android,m,44,2,4.13,N,
10840616,browse,PaySuccess,1686316792756,2117,push,Android,m,44,2,4.13,N,
17959086,browse,Activity,1686312655902,2117,push,Android,m,40,0,4.13,N,
17959086,browse,GoodList,1686312657964,2062,push,Android,m,40,0,4.13,N,
17959086,browse,Activity,1686312659850,1886,push,Android,m,40,0,4.13,N,
17959086,browse,Live,1686312661820,1970,push,Android,m,40,0,4.13,N,
17959086,browse,Videos,1686312663904,2084,push,Android,m,40,0,4.13,N,
17959086,browse,GoodList,1686312665894,1990,push,Android,m,40,0,4.13,N,
17959086,browse,Activity,1686312667760,1866,push,Android,m,40,0,4.13,N,
17959086,browse,Videos,1686312669685,1925,push,Android,m,40,0,4.13,N,
17959086,browse,Videos,1686312671830,2145,push,Android,m,40,0,4.13,N,
17959086,browse,GoodList,1686312673795,1965,push,Android,m,40,0,4.13,N,
17959086,browse,Activity,1686312675904,2109,push,Android,m,40,0,4.13,N,
17959086,browse,Videos,1686312677827,1923,push,Android,m,40,0,4.13,N,
17959086,browse,Instructions,1686312679817,1990,push,Android,m,40,0,4.13,N,
17959086,browse,GoodList,1686312681913,2096,push,Android,m,40,0,4.13,N,
17959086,browse,GoodDetail,1686312683887,1974,push,Android,m,40,0,4.13,N,
17959086,click,AddToCart,1686312685733,1846,push,Android,m,40,0,4.13,N,
10571777,browse,Activity,1686308195096,1846,push,Android,f,43,0,4.13,N,
10571777,browse,GoodList,1686308197056,1960,push,Android,f,43,0,4.13,N,
10571777,browse,Activity,1686308198880,1824,push,Android,f,43,0,4.13,N,
10571777,browse,GoodList,1686308200865,1985,push,Android,f,43,0,4.13,N,
10571777,browse,Activity,1686308202936,2071,push,Android,f,43,0,4.13,N,
10571777,browse,Videos,1686308204829,1893,push,Android,f,43,0,4.13,N,
10571777,browse,GoodList,1686308206743,1914,push,Android,f,43,0,4.13,N,
10571777,browse,Activity,1686308208762,2019,push,Android,f,43,0,4.13,N,
10571777,browse,Settings,1686308210749,1987,push,Android,f,43,0,4.13,N,
10571777,browse,Live,1686308212653,1904,push,Android,f,43,0,4.13,N,
10571777,browse,Settings,1686308214686,2033,push,Android,f,43,0,4.13,N,
10571777,browse,GoodList,1686308216860,2174,push,Android,f,43,0,4.13,N,
10571777,browse,GoodDetail,1686308219009,2149,push,Android,f,43,0,4.13,N,
10571777,click,AddToCart,1686308221045,2036,push,Android,f,43,0,4.13,N,
22440528,browse,Activity,1686307405000,2036,push,iOS,m,21,0,4.13,N,
22440528,browse,Videos,1686307406960,1960,push,iOS,m,21,0,4.13,N,
22440528,browse,Videos,1686307408938,1978,push,iOS,m,21,0,4.13,N,
22440528,browse,Videos,1686307410941,2003,push,iOS,m,21,0,4.13,N,
22440528,browse,Personal,1686307412847,1906,push,iOS,m,21,0,4.13,N,
22440528,browse,GoodList,1686307414687,1840,push,iOS,m,21,0,4.13,N,
22440528,browse,GoodDetail,1686307416605,1918,push,iOS,m,21,0,4.13,N,
22440528,browse,Live,1686307418586,1981,push,iOS,m,21,0,4.13,N,
22440528,browse,Videos,1686307420570,1984,push,iOS,m,21,0,4.13,N,
22440528,browse,Live,1686307422536,1966,push,iOS,m,21,0,4.13,N,
22440528,browse,Videos,1686307424600,2064,push,iOS,m,21,0,4.13,N,
22440528,click,AddToCart,1686307426611,2011,push,iOS,m,21,0,4.13,N,
01939648,browse,Activity,1686312757794,2011,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312759828,2034,push,Android,f,61,1,4.13,N,
01939648,browse,GoodList,1686312761902,2074,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312763875,1973,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312765764,1889,push,Android,f,61,1,4.13,N,
01939648,browse,Activity,1686312767820,2056,push,Android,f,61,1,4.13,N,
01939648,browse,Personal,1686312769746,1926,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312771613,1867,push,Android,f,61,1,4.13,N,
01939648,browse,GoodList,1686312773483,1870,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312775396,1913,push,Android,f,61,1,4.13,N,
01939648,browse,Live,1686312777119,1723,push,Android,f,61,1,4.13,N,
01939648,browse,Personal,1686312779078,1959,push,Android,f,61,1,4.13,N,
01939648,browse,Settings,1686312781121,2043,push,Android,f,61,1,4.13,N,
01939648,browse,GoodDetail,1686312783166,2045,push,Android,f,61,1,4.13,N,
01939648,browse,Videos,1686312785194,2028,push,Android,f,61,1,4.13,N,
01939648,click,AddToCart,1686312787095,1901,push,Android,f,61,1,4.13,N,
06895878,browse,Activity,1686304869928,1901,natural,Android,f,38,0,4.13,N,
06895878,browse,GoodList,1686304871902,1974,natural,Android,f,38,0,4.13,N,
06895878,browse,GoodDetail,1686304873819,1917,natural,Android,f,38,0,4.13,N,
06895878,click,AddToCart,1686304875727,1908,natural,Android,f,38,0,4.13,N,
07548567,browse,Activity,1686314483063,1908,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodList,1686314485041,1978,push,iOS,f,38,0,4.13,N,
07548567,browse,Live,1686314487013,1972,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodDetail,1686314489035,2022,push,iOS,f,38,0,4.13,N,
07548567,browse,Videos,1686314491009,1974,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodList,1686314492910,1901,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodDetail,1686314494859,1949,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodList,1686314496814,1955,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodDetail,1686314498917,2103,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodList,1686314500914,1997,push,iOS,f,38,0,4.13,N,
07548567,browse,GoodDetail,1686314502953,2039,push,iOS,f,38,0,4.13,N,
07548567,browse,Videos,1686314505057,2104,push,iOS,f,38,0,4.13,N,
07548567,browse,Live,1686314507115,2058,push,iOS,f,38,0,4.13,N,
07548567,click,Payment,1686314509199,2084,push,iOS,f,38,0,4.13,N,
07548567,browse,PaySuccess,1686314511113,1914,push,iOS,f,38,0,4.13,N,
14218421,browse,Activity,1686320199540,1914,natural,Android,m,40,0,4.13,N,
14218421,browse,Instructions,1686320201359,1819,natural,Android,m,40,0,4.13,N,
14218421,browse,Videos,1686320203299,1940,natural,Android,m,40,0,4.13,N,
14218421,browse,GoodList,1686320205162,1863,natural,Android,m,40,0,4.13,N,
14218421,browse,GoodDetail,1686320207082,1920,natural,Android,m,40,0,4.13,N,
14218421,browse,Videos,1686320209066,1984,natural,Android,m,40,0,4.13,N,
14218421,click,AddToCart,1686320211005,1939,natural,Android,m,40,0,4.13,N,
12428290,browse,Activity,1686312861440,1939,push,iOS,f,41,0,4.13,N,
12428290,browse,Settings,1686312863484,2044,push,iOS,f,41,0,4.13,N,
12428290,browse,Videos,1686312865527,2043,push,iOS,f,41,0,4.13,N,
12428290,browse,GoodList,1686312867505,1978,push,iOS,f,41,0,4.13,N,
12428290,browse,Live,1686312869503,1998,push,iOS,f,41,0,4.13,N,
12428290,browse,Videos,1686312871358,1855,push,iOS,f,41,0,4.13,N,
12428290,browse,Videos,1686312873346,1988,push,iOS,f,41,0,4.13,N,
12428290,browse,Live,1686312875399,2053,push,iOS,f,41,0,4.13,N,
12428290,browse,Activity,1686312877306,1907,push,iOS,f,41,0,4.13,N,
12428290,browse,Live,1686312879208,1902,push,iOS,f,41,0,4.13,N,
12428290,browse,Videos,1686312881117,1909,push,iOS,f,41,0,4.13,N,
12428290,browse,Videos,1686312883056,1939,push,iOS,f,41,0,4.13,N,
12428290,browse,GoodList,1686312885212,2156,push,iOS,f,41,0,4.13,N,
12428290,browse,GoodDetail,1686312887304,2092,push,iOS,f,41,0,4.13,N,
12428290,browse,Live,1686312889372,2068,push,iOS,f,41,0,4.13,N,
12428290,click,AddToCart,1686312891409,2037,push,iOS,f,41,0,4.13,N,
12130764,browse,Activity,1686307986139,2037,push,Android,f,35,0,4.13,N,
12130764,browse,Videos,1686307988288,2149,push,Android,f,35,0,4.13,N,
12130764,browse,GoodList,1686307990283,1995,push,Android,f,35,0,4.13,N,
12130764,browse,Live,1686307992366,2083,push,Android,f,35,0,4.13,N,
12130764,browse,Activity,1686307994321,1955,push,Android,f,35,0,4.13,N,
12130764,browse,Live,1686307996289,1968,push,Android,f,35,0,4.13,N,
12130764,browse,GoodList,1686307998250,1961,push,Android,f,35,0,4.13,N,
12130764,browse,Videos,1686308000029,1779,push,Android,f,35,0,4.13,N,
12130764,browse,Videos,1686308002161,2132,push,Android,f,35,0,4.13,N,
12130764,browse,Videos,1686308004055,1894,push,Android,f,35,0,4.13,N,
12130764,browse,GoodDetail,1686308006193,2138,push,Android,f,35,0,4.13,N,
12130764,browse,Live,1686308008210,2017,push,Android,f,35,0,4.13,N,
12130764,browse,Live,1686308010105,1895,push,Android,f,35,0,4.13,N,
12130764,browse,Videos,1686308012163,2058,push,Android,f,35,0,4.13,N,
12130764,browse,Live,1686308014133,1970,push,Android,f,35,0,4.13,N,
12130764,click,AddToCart,1686308016211,2078,push,Android,f,35,0,4.13,N,
18878192,browse,Activity,1686316063603,2078,push,Android,f,48,0,4.13,N,
18878192,browse,Live,1686316065561,1958,push,Android,f,48,0,4.13,N,
18878192,browse,Videos,1686316067472,1911,push,Android,f,48,0,4.13,N,
18878192,browse,Videos,1686316069478,2006,push,Android,f,48,0,4.13,N,
18878192,browse,Live,1686316071534,2056,push,Android,f,48,0,4.13,N,
18878192,browse,GoodList,1686316073572,2038,push,Android,f,48,0,4.13,N,
18878192,browse,GoodDetail,1686316075537,1965,push,Android,f,48,0,4.13,N,
18878192,browse,Videos,1686316077660,2123,push,Android,f,48,0,4.13,N,
18878192,browse,Live,1686316079809,2149,push,Android,f,48,0,4.13,N,
18878192,click,Payment,1686316081931,2122,push,Android,f,48,0,4.13,N,
18878192,browse,Live,1686316084041,2110,push,Android,f,48,0,4.13,N,
18878192,browse,Live,1686316085950,1909,push,Android,f,48,0,4.13,N,
18878192,browse,Videos,1686316088025,2075,push,Android,f,48,0,4.13,N,
18878192,browse,PaySuccess,1686316089953,1928,push,Android,f,48,0,4.13,N,
20804565,browse,Activity,1686313139843,1928,push,Android,f,38,0,4.13,N,
20804565,browse,GoodList,1686313142057,2214,push,Android,f,38,0,4.13,N,
20804565,browse,Live,1686313143977,1920,push,Android,f,38,0,4.13,N,
20804565,browse,Videos,1686313145910,1933,push,Android,f,38,0,4.13,N,
20804565,browse,Live,1686313147932,2022,push,Android,f,38,0,4.13,N,
20804565,browse,Instructions,1686313149878,1946,push,Android,f,38,0,4.13,N,
20804565,browse,Live,1686313151900,2022,push,Android,f,38,0,4.13,N,
20804565,browse,Videos,1686313153830,1930,push,Android,f,38,0,4.13,N,
20804565,browse,Videos,1686313155838,2008,push,Android,f,38,0,4.13,N,
20804565,browse,Activity,1686313157861,2023,push,Android,f,38,0,4.13,N,
20804565,browse,GoodList,1686313159914,2053,push,Android,f,38,0,4.13,N,
20804565,browse,GoodDetail,1686313161779,1865,push,Android,f,38,0,4.13,N,
20804565,click,AddToCart,1686313163680,1901,push,Android,f,38,0,4.13,N,
20387747,browse,Activity,1686279756459,1901,push,iOS,m,41,0,4.13,N,
20387747,browse,Videos,1686279758426,1967,push,iOS,m,41,0,4.13,N,
20387747,browse,Videos,1686279760364,1938,push,iOS,m,41,0,4.13,N,
20387747,browse,Live,1686279762397,2033,push,iOS,m,41,0,4.13,N,
20387747,browse,GoodList,1686279764260,1863,push,iOS,m,41,0,4.13,N,
20387747,browse,Activity,1686279766208,1948,push,iOS,m,41,0,4.13,N,
20387747,browse,Live,1686279768161,1953,push,iOS,m,41,0,4.13,N,
20387747,browse,GoodList,1686279770136,1975,push,iOS,m,41,0,4.13,N,
20387747,browse,Activity,1686279772015,1879,push,iOS,m,41,0,4.13,N,
20387747,browse,Videos,1686279773951,1936,push,iOS,m,41,0,4.13,N,
20387747,browse,GoodList,1686279775947,1996,push,iOS,m,41,0,4.13,N,
20387747,browse,Activity,1686279777931,1984,push,iOS,m,41,0,4.13,N,
20387747,browse,Live,1686279780141,2210,push,iOS,m,41,0,4.13,N,
20387747,browse,GoodList,1686279782221,2080,push,iOS,m,41,0,4.13,N,
20387747,browse,GoodDetail,1686279784059,1838,push,iOS,m,41,0,4.13,N,
20387747,browse,Videos,1686279786163,2104,push,iOS,m,41,0,4.13,N,
20387747,browse,Videos,1686279788085,1922,push,iOS,m,41,0,4.13,N,
20387747,click,AddToCart,1686279790298,2213,push,iOS,m,41,0,4.13,N,
04478185,browse,Activity,1686291015814,2213,push,Android,f,14,0,4.13,N,
04478185,browse,GoodList,1686291017704,1890,push,Android,f,14,0,4.13,N,
04478185,browse,GoodDetail,1686291019676,1972,push,Android,f,14,0,4.13,N,
04478185,browse,GoodList,1686291021731,2055,push,Android,f,14,0,4.13,N,
04478185,browse,GoodDetail,1686291023608,1877,push,Android,f,14,0,4.13,N,
04478185,browse,GoodList,1686291025739,2131,push,Android,f,14,0,4.13,N,
04478185,browse,GoodDetail,1686291027809,2070,push,Android,f,14,0,4.13,N,
04478185,browse,GoodList,1686291029922,2113,push,Android,f,14,0,4.13,N,
04478185,browse,GoodDetail,1686291032011,2089,push,Android,f,14,0,4.13,N,
04478185,click,AddToCart,1686291034156,2145,push,Android,f,14,0,4.13,N,
02540059,browse,Activity,1686277855437,2145,push,Android,m,37,2,4.13,N,
02540059,browse,GoodList,1686277857519,2082,push,Android,m,37,2,4.13,N,
02540059,browse,GoodDetail,1686277859551,2032,push,Android,m,37,2,4.13,N,
02540059,browse,Videos,1686277861583,2032,push,Android,m,37,2,4.13,N,
02540059,browse,GoodList,1686277863509,1926,push,Android,m,37,2,4.13,N,
02540059,browse,Videos,1686277865512,2003,push,Android,m,37,2,4.13,N,
02540059,browse,GoodDetail,1686277867508,1996,push,Android,m,37,2,4.13,N,
02540059,browse,Videos,1686277869443,1935,push,Android,m,37,2,4.13,N,
02540059,browse,Videos,1686277871405,1962,push,Android,m,37,2,4.13,N,
02540059,browse,GoodList,1686277873419,2014,push,Android,m,37,2,4.13,N,
02540059,browse,GoodDetail,1686277875403,1984,push,Android,m,37,2,4.13,N,
02540059,browse,Settings,1686277877281,1878,push,Android,m,37,2,4.13,N,
02540059,browse,GoodList,1686277879116,1835,push,Android,m,37,2,4.13,N,
02540059,browse,GoodDetail,1686277881053,1937,push,Android,m,37,2,4.13,N,
02540059,click,Payment,1686277883001,1948,push,Android,m,37,2,4.13,N,
02540059,browse,Videos,1686277885082,2081,push,Android,m,37,2,4.13,N,
02540059,browse,Live,1686277887186,2104,push,Android,m,37,2,4.13,N,
02540059,browse,PaySuccess,1686277889099,1913,push,Android,m,37,2,4.13,N,
20255753,browse,Activity,1686323873609,1913,push,iOS,m,25,0,4.13,N,
20255753,browse,GoodList,1686323875656,2047,push,iOS,m,25,0,4.13,N,
20255753,browse,Activity,1686323877719,2063,push,iOS,m,25,0,4.13,N,
20255753,browse,GoodList,1686323879650,1931,push,iOS,m,25,0,4.13,N,
20255753,browse,GoodDetail,1686323881498,1848,push,iOS,m,25,0,4.13,N,
20255753,browse,GoodList,1686323883383,1885,push,iOS,m,25,0,4.13,N,
20255753,browse,Instructions,1686323885556,2173,push,iOS,m,25,0,4.13,N,
20255753,browse,GoodDetail,1686323887584,2028,push,iOS,m,25,0,4.13,N,
20255753,browse,Videos,1686323889773,2189,push,iOS,m,25,0,4.13,N,
20255753,browse,Live,1686323891639,1866,push,iOS,m,25,0,4.13,N,
20255753,click,AddToCart,1686323893718,2079,push,iOS,m,25,0,4.13,N,
11600288,browse,Activity,1686315430474,2079,push,iOS,m,38,0,4.13,N,
11600288,browse,Videos,1686315432480,2006,push,iOS,m,38,0,4.13,N,
11600288,browse,Instructions,1686315434524,2044,push,iOS,m,38,0,4.13,N,
11600288,browse,GoodList,1686315436671,2147,push,iOS,m,38,0,4.13,N,
11600288,browse,Live,1686315438622,1951,push,iOS,m,38,0,4.13,N,
11600288,browse,GoodDetail,1686315440626,2004,push,iOS,m,38,0,4.13,N,
11600288,browse,Instructions,1686315442659,2033,push,iOS,m,38,0,4.13,N,
11600288,browse,Live,1686315444557,1898,push,iOS,m,38,0,4.13,N,
11600288,click,Payment,1686315446649,2092,push,iOS,m,38,0,4.13,N,
11600288,browse,Settings,1686315448821,2172,push,iOS,m,38,0,4.13,N,
11600288,browse,PaySuccess,1686315450708,1887,push,iOS,m,38,0,4.13,N,
18778571,browse,Activity,1686319800800,1887,push,Android,f,44,2,4.13,N,
18778571,browse,GoodList,1686319802762,1962,push,Android,f,44,2,4.13,N,
18778571,browse,Activity,1686319804724,1962,push,Android,f,44,2,4.13,N,
18778571,browse,GoodList,1686319806680,1956,push,Android,f,44,2,4.13,N,
18778571,browse,GoodDetail,1686319808750,2070,push,Android,f,44,2,4.13,N,
18778571,click,Payment,1686319810812,2062,push,Android,f,44,2,4.13,N,
18778571,browse,PaySuccess,1686319812887,2075,push,Android,f,44,2,4.13,N,
04201972,browse,Activity,1686288044454,2075,push,Android,m,48,2,4.13,N,
04201972,browse,GoodList,1686288046403,1949,push,Android,m,48,2,4.13,N,
04201972,browse,Activity,1686288048403,2000,push,Android,m,48,2,4.13,N,
04201972,browse,Instructions,1686288050447,2044,push,Android,m,48,2,4.13,N,
04201972,browse,GoodList,1686288052377,1930,push,Android,m,48,2,4.13,N,
04201972,browse,GoodDetail,1686288054399,2022,push,Android,m,48,2,4.13,N,
04201972,browse,GoodList,1686288056371,1972,push,Android,m,48,2,4.13,N,
04201972,browse,Live,1686288058269,1898,push,Android,m,48,2,4.13,N,
04201972,browse,Live,1686288060269,2000,push,Android,m,48,2,4.13,N,
04201972,browse,GoodDetail,1686288062217,1948,push,Android,m,48,2,4.13,N,
04201972,browse,Videos,1686288064436,2219,push,Android,m,48,2,4.13,N,
04201972,browse,Videos,1686288066494,2058,push,Android,m,48,2,4.13,N,
04201972,click,AddToCart,1686288068562,2068,push,Android,m,48,2,4.13,N,
05391677,browse,Activity,1686305234278,2068,push,Android,m,34,0,4.13,N,
05391677,browse,GoodList,1686305236266,1988,push,Android,m,34,0,4.13,N,
05391677,browse,Videos,1686305238206,1940,push,Android,m,34,0,4.13,N,
05391677,browse,Activity,1686305240186,1980,push,Android,m,34,0,4.13,N,
05391677,browse,Videos,1686305242076,1890,push,Android,m,34,0,4.13,N,
05391677,browse,GoodList,1686305243998,1922,push,Android,m,34,0,4.13,N,
05391677,browse,Activity,1686305245980,1982,push,Android,m,34,0,4.13,N,
